"","id","normalized_name","category_code","status","founded_at","closed_at","homepage_url","twitter_username","short_description","description","overview","tag_list","country_code","state_code","city","region","first_funding_at","last_funding_at","funding_rounds","funding_total_usd","first_milestone_at","last_milestone_at","milestones","relationships","funded_at","funding_round_type","funding_round_code","raised_amount_usd","participants","is_first_round","is_last_round"
"12","c:102425","vgo communications","medical","operating",2007-01-01,"","http://www.vgocom.com","vgocom","VGo Communications develops and markets visual communications solutions for healthcare, monitoring, and remote management applications.","","Vgo Communications, Inc. develops and markets visual communications solutions for workplaces in the United States. It offers VGO, a system that establishes the user's presence remotely via the physical presence, as well as enables users to see, hear, talk, interact, and move around throughout a distant location. The company offers its products for healthcare, monitoring, and remote management applications. Vgo Communications, Inc. was formerly known as North End Technologies, Inc. The company was founded in 2007 and is based in Nashua, New Hampshire.","","USA","NH","Nashua","Nashua","2011-05-17","2013-08-14",3,8829914,"","",0,13,"2011-05-17","venture","partial",4255949,0,0,1
"13","c:104057","expert medical navigation","medical","operating",2009-11-01,"","http://www.exmednav.com","exmednav","","Healthcare cost containment","At Expert Medical Navigation, we believe a first opinion should be the right opinion. We accomplish this by empowering people with information and expert medical advice so they can confidently engage their doctors and make effective health decisions. When people choose health wisely, they reduce the cost of care and experience successful outcomes. 

EMN offers its unique patient decision support service to employers and healthcare providers for utilization control, patient retention and accountable care population management. EMN is a physician founded and managed company based in Boston, MA. (www.exmednav.com)","healthcare, patient-decision-aids, wellness, healthcare-benefits, healthcare-cost-containment, shared-decision-making","USA","MA","Boston","Boston","2010-01-01","2010-01-01",1,0,"2011-12-01","2011-12-01",2,3,"2010-01-01","angel","angel",0,0,1,1
"14","c:10424","fitnesskeeper","health","operating",2008-01-01,"","http://www.runkeeper.com","runkeeper","","Mobile fitness platform for runners","FitnessKeeper, Inc. is the company behind RunKeeper, a mobile fitness platform that leverages the location technology in smartphones to help runners and other fitness enthusiasts better track, measure, and improve their fitness.  Our flagship iPhone application has been downloaded millions of times, and was named by TIME Magazine as one of the top 10 iPhone applications of 2009.  We recently launched on Android, and have several additional smartphone and non-smartphone devices planned.

Fitnesskeeper, Inc. was founded in 2008 and is based in Boston, Massachusetts.","iphone, gps, fitness, running, cycling, software","USA","MA","Boston","Boston","2009-11-30","2011-11-21",3,11510000,"2010-11-30","2012-03-23",4,6,"2009-11-30","angel","seed",400000,4,0,1
"15","c:10424","fitnesskeeper","health","operating",2008-01-01,"","http://www.runkeeper.com","runkeeper","","Mobile fitness platform for runners","FitnessKeeper, Inc. is the company behind RunKeeper, a mobile fitness platform that leverages the location technology in smartphones to help runners and other fitness enthusiasts better track, measure, and improve their fitness.  Our flagship iPhone application has been downloaded millions of times, and was named by TIME Magazine as one of the top 10 iPhone applications of 2009.  We recently launched on Android, and have several additional smartphone and non-smartphone devices planned.

Fitnesskeeper, Inc. was founded in 2008 and is based in Boston, Massachusetts.","iphone, gps, fitness, running, cycling, software","USA","MA","Boston","Boston","2009-11-30","2011-11-21",3,11510000,"2010-11-30","2012-03-23",4,6,"2010-12-01","venture","unattributed",1110000,2,0,0
"16","c:10424","fitnesskeeper","health","operating",2008-01-01,"","http://www.runkeeper.com","runkeeper","","Mobile fitness platform for runners","FitnessKeeper, Inc. is the company behind RunKeeper, a mobile fitness platform that leverages the location technology in smartphones to help runners and other fitness enthusiasts better track, measure, and improve their fitness.  Our flagship iPhone application has been downloaded millions of times, and was named by TIME Magazine as one of the top 10 iPhone applications of 2009.  We recently launched on Android, and have several additional smartphone and non-smartphone devices planned.

Fitnesskeeper, Inc. was founded in 2008 and is based in Boston, Massachusetts.","iphone, gps, fitness, running, cycling, software","USA","MA","Boston","Boston","2009-11-30","2011-11-21",3,11510000,"2010-11-30","2012-03-23",4,6,"2011-11-21","series-b","b",10000000,2,1,0
"17","c:105305","niveus medical","biotech","operating",2008-01-01,"","","","Niveus Medical develops technologies to keep key muscle groups strong during bed rest and supports faster patient recovery.","","Niveus Medical, Inc. develops and offers technologies to keep key muscle groups strong during periods of sedation and bed rest so as to accelerate patient recovery in the ICU. The company owns the brand IntelliSTIM. Niveus Medical, Inc. was founded in 2008 and is based in Palo Alto, California.","","USA","CA","Palo Alto","SF Bay","2011-09-15","2013-08-02",2,2365000,"","",0,1,"2011-09-15","series-a","a",2000000,4,0,1
"18","c:105305","niveus medical","biotech","operating",2008-01-01,"","","","Niveus Medical develops technologies to keep key muscle groups strong during bed rest and supports faster patient recovery.","","Niveus Medical, Inc. develops and offers technologies to keep key muscle groups strong during periods of sedation and bed rest so as to accelerate patient recovery in the ICU. The company owns the brand IntelliSTIM. Niveus Medical, Inc. was founded in 2008 and is based in Palo Alto, California.","","USA","CA","Palo Alto","SF Bay","2011-09-15","2013-08-02",2,2365000,"","",0,1,"2013-08-02","other","debt_round",365000,0,1,0
"19","c:105499","personalis","biotech","operating",2011-08-01,"","http://www.personalis.com","PersonalisInc","","Human Genome Interpretation","Personalis combines expertise both in the technology of sequencing and in interpretation, with an extensive history of peer reviewed publication and commercial success. Broad adoption of medical genome interpretation will require accuracy befitting regulatory approval, both in variant detection and interpretation.

More than half of the founding team are MDs, and this reflects the company's commitment to serious medically-focused results, at quality standards eventually suitable for regulatory approval and insurance reimbursement. The team includes experienced PhD scientists, who know that the research community also cares deeply about accuracy, thoroughly substantiated and peer-reviewed. Personalis has exclusively licensed key intellectual property originating in the labs of the founders. Lastly, the Personalis team includes business people with decades of experience in genetic analysis, who know that the democratization of genome sequencing will also require high-quality customer support for interpretation, lab by lab, genome after genome.
","genome, genetic-data, interpretation, genome-interpretation, genome-sequencing","USA","CA","Menlo Park","SF Bay","2011-08-15","2013-10-07",2,42000000,"2013-01-01","2013-01-01",1,12,"2011-08-15","series-a","a",20000000,0,0,1
"20","c:105499","personalis","biotech","operating",2011-08-01,"","http://www.personalis.com","PersonalisInc","","Human Genome Interpretation","Personalis combines expertise both in the technology of sequencing and in interpretation, with an extensive history of peer reviewed publication and commercial success. Broad adoption of medical genome interpretation will require accuracy befitting regulatory approval, both in variant detection and interpretation.

More than half of the founding team are MDs, and this reflects the company's commitment to serious medically-focused results, at quality standards eventually suitable for regulatory approval and insurance reimbursement. The team includes experienced PhD scientists, who know that the research community also cares deeply about accuracy, thoroughly substantiated and peer-reviewed. Personalis has exclusively licensed key intellectual property originating in the labs of the founders. Lastly, the Personalis team includes business people with decades of experience in genetic analysis, who know that the democratization of genome sequencing will also require high-quality customer support for interpretation, lab by lab, genome after genome.
","genome, genetic-data, interpretation, genome-interpretation, genome-sequencing","USA","CA","Menlo Park","SF Bay","2011-08-15","2013-10-07",2,42000000,"2013-01-01","2013-01-01",1,12,"2013-10-07","series-b","b",22000000,3,1,0
"21","c:1062","23andme","biotech","operating",2006-04-01,"","http://23andme.com","23andMe","","human genome indexing/application","A startup founded by Anne Wojcicki, the wife of Google co-founder Sergey Brin, 23andMe has plans to make the human genome searchable. Brin, along with Google, gave 23andMe $3.9 million as part of a series A in May of 2007.

The company was named after the number of chromosome pairs in humans. They aim to help people understand what their genes mean by indexing them and highlighting significant findings. 

23andMe allows its clients/users to study their ancestry, genealogy, and inherited traits. The company also markets to researchers and scientists, for whom they provide neatly categorized and easily searchable data.

One reason the Google investment in 23andMe made sense, was that this company could enable the search giant to index another facet of the world's information. With the Biotech and Health Care industries growing rapidly, 23andMe could help Google get and maintain a market hold in these already multi-billion dollar areas.","biotech, genomics, search","USA","CA","Mountain View","SF Bay","2007-05-01","2012-12-21",6,160549892,"2008-09-08","2013-12-06",3,41,"2007-05-01","series-a","a",9000000,4,0,1
"22","c:1062","23andme","biotech","operating",2006-04-01,"","http://23andme.com","23andMe","","human genome indexing/application","A startup founded by Anne Wojcicki, the wife of Google co-founder Sergey Brin, 23andMe has plans to make the human genome searchable. Brin, along with Google, gave 23andMe $3.9 million as part of a series A in May of 2007.

The company was named after the number of chromosome pairs in humans. They aim to help people understand what their genes mean by indexing them and highlighting significant findings. 

23andMe allows its clients/users to study their ancestry, genealogy, and inherited traits. The company also markets to researchers and scientists, for whom they provide neatly categorized and easily searchable data.

One reason the Google investment in 23andMe made sense, was that this company could enable the search giant to index another facet of the world's information. With the Biotech and Health Care industries growing rapidly, 23andMe could help Google get and maintain a market hold in these already multi-billion dollar areas.","biotech, genomics, search","USA","CA","Mountain View","SF Bay","2007-05-01","2012-12-21",6,160549892,"2008-09-08","2013-12-06",3,41,"2009-06-18","series-b","b",12600000,2,0,0
"23","c:1062","23andme","biotech","operating",2006-04-01,"","http://23andme.com","23andMe","","human genome indexing/application","A startup founded by Anne Wojcicki, the wife of Google co-founder Sergey Brin, 23andMe has plans to make the human genome searchable. Brin, along with Google, gave 23andMe $3.9 million as part of a series A in May of 2007.

The company was named after the number of chromosome pairs in humans. They aim to help people understand what their genes mean by indexing them and highlighting significant findings. 

23andMe allows its clients/users to study their ancestry, genealogy, and inherited traits. The company also markets to researchers and scientists, for whom they provide neatly categorized and easily searchable data.

One reason the Google investment in 23andMe made sense, was that this company could enable the search giant to index another facet of the world's information. With the Biotech and Health Care industries growing rapidly, 23andMe could help Google get and maintain a market hold in these already multi-billion dollar areas.","biotech, genomics, search","USA","CA","Mountain View","SF Bay","2007-05-01","2012-12-21",6,160549892,"2008-09-08","2013-12-06",3,41,"2010-11-09","series-c+","c",22000000,3,0,0
"24","c:1062","23andme","biotech","operating",2006-04-01,"","http://23andme.com","23andMe","","human genome indexing/application","A startup founded by Anne Wojcicki, the wife of Google co-founder Sergey Brin, 23andMe has plans to make the human genome searchable. Brin, along with Google, gave 23andMe $3.9 million as part of a series A in May of 2007.

The company was named after the number of chromosome pairs in humans. They aim to help people understand what their genes mean by indexing them and highlighting significant findings. 

23andMe allows its clients/users to study their ancestry, genealogy, and inherited traits. The company also markets to researchers and scientists, for whom they provide neatly categorized and easily searchable data.

One reason the Google investment in 23andMe made sense, was that this company could enable the search giant to index another facet of the world's information. With the Biotech and Health Care industries growing rapidly, 23andMe could help Google get and maintain a market hold in these already multi-billion dollar areas.","biotech, genomics, search","USA","CA","Mountain View","SF Bay","2007-05-01","2012-12-21",6,160549892,"2008-09-08","2013-12-06",3,41,"2011-01-07","series-c+","c",9000000,1,0,0
"25","c:1062","23andme","biotech","operating",2006-04-01,"","http://23andme.com","23andMe","","human genome indexing/application","A startup founded by Anne Wojcicki, the wife of Google co-founder Sergey Brin, 23andMe has plans to make the human genome searchable. Brin, along with Google, gave 23andMe $3.9 million as part of a series A in May of 2007.

The company was named after the number of chromosome pairs in humans. They aim to help people understand what their genes mean by indexing them and highlighting significant findings. 

23andMe allows its clients/users to study their ancestry, genealogy, and inherited traits. The company also markets to researchers and scientists, for whom they provide neatly categorized and easily searchable data.

One reason the Google investment in 23andMe made sense, was that this company could enable the search giant to index another facet of the world's information. With the Biotech and Health Care industries growing rapidly, 23andMe could help Google get and maintain a market hold in these already multi-billion dollar areas.","biotech, genomics, search","USA","CA","Mountain View","SF Bay","2007-05-01","2012-12-21",6,160549892,"2008-09-08","2013-12-06",3,41,"2012-12-10","series-c+","d",50000000,6,0,0
"26","c:1062","23andme","biotech","operating",2006-04-01,"","http://23andme.com","23andMe","","human genome indexing/application","A startup founded by Anne Wojcicki, the wife of Google co-founder Sergey Brin, 23andMe has plans to make the human genome searchable. Brin, along with Google, gave 23andMe $3.9 million as part of a series A in May of 2007.

The company was named after the number of chromosome pairs in humans. They aim to help people understand what their genes mean by indexing them and highlighting significant findings. 

23andMe allows its clients/users to study their ancestry, genealogy, and inherited traits. The company also markets to researchers and scientists, for whom they provide neatly categorized and easily searchable data.

One reason the Google investment in 23andMe made sense, was that this company could enable the search giant to index another facet of the world's information. With the Biotech and Health Care industries growing rapidly, 23andMe could help Google get and maintain a market hold in these already multi-billion dollar areas.","biotech, genomics, search","USA","CA","Mountain View","SF Bay","2007-05-01","2012-12-21",6,160549892,"2008-09-08","2013-12-06",3,41,"2012-12-21","series-c+","d",57949892,3,1,0
"27","c:107188","simpirica spine","medical","operating",2006-01-01,"","http://www.simpirica.com","","","","Simpirica Spine was founded in 2006 to develop minimally invasive, flexion-restricting stabilization devices. ","","USA","CA","San Carlos","SF Bay","2011-09-20","2011-09-20",1,22000000,"","",0,2,"2011-09-20","series-c+","c",22000000,3,1,1
"28","c:109603","intrinsic therapeutics","medical","operating",2000-02-01,"","http://www.intrinsic-therapeutics.com","","","","Intrinsic Therapeutics, Inc., a medical device company, develops therapies for treating disc herniations in the spine for discectomy patients. It offers Barricaid anular prosthesis that enables the direct reconstruction of weakened and ruptured annulus and soft tissues of the spine. The company also offers spinal implants to treat the causes of sciatica and low back pain. It serves surgeons and patients. The company was formerly known as Intrinsic Orthopedics, Inc. and changed its name to Intrinsic Therapeutics, Inc. in January 2003. Intrinsic Therapeutics was founded in 2000 and is based in Woburn, Massachusetts.","","USA","MA","Woburn","Boston","2012-11-09","2012-11-09",1,11600000,"2012-01-01","2012-01-01",1,14,"2012-11-09","venture","unattributed",11600000,0,1,1
"29","c:109607","cardiokinetix","medical","operating",2003-01-01,"","http://www.cardiokinetix.com","","","","The Company, based in Menlo Park, has developed a novel transcatheter implant called the PARACHUTETM Ventricular Partitioning Device (PARACHUTETM). The PARACHUTETM intends to treat heart failure resulting from a heart attack or myocardial infarction in millions of patients worldwide by improving overall cardiac function.","","USA","CA","Menlo Park","SF Bay","2011-09-21","2013-03-01",3,71000000,"2013-02-01","2013-02-01",1,18,"2011-09-21","series-c+","e",44000000,4,0,1
"30","c:109607","cardiokinetix","medical","operating",2003-01-01,"","http://www.cardiokinetix.com","","","","The Company, based in Menlo Park, has developed a novel transcatheter implant called the PARACHUTETM Ventricular Partitioning Device (PARACHUTETM). The PARACHUTETM intends to treat heart failure resulting from a heart attack or myocardial infarction in millions of patients worldwide by improving overall cardiac function.","","USA","CA","Menlo Park","SF Bay","2011-09-21","2013-03-01",3,71000000,"2013-02-01","2013-02-01",1,18,"2013-02-28","series-c+","e",4000000,1,0,0
"31","c:109607","cardiokinetix","medical","operating",2003-01-01,"","http://www.cardiokinetix.com","","","","The Company, based in Menlo Park, has developed a novel transcatheter implant called the PARACHUTETM Ventricular Partitioning Device (PARACHUTETM). The PARACHUTETM intends to treat heart failure resulting from a heart attack or myocardial infarction in millions of patients worldwide by improving overall cardiac function.","","USA","CA","Menlo Park","SF Bay","2011-09-21","2013-03-01",3,71000000,"2013-02-01","2013-02-01",1,18,"2013-03-01","series-c+","e",23000000,6,1,0
"32","c:110743","altermune technologies","biotech","operating",2010-01-01,"","","","","","Altermune Technologies LLC, a newly formed company focused on the development of novel therapeutics to combat resistant pathogens such as MRSA, C. difficile, pseudomonas, and pandemic influenza.

The company is led by a team of in-house scientists, and a wide network of partnerships, including collaborative research arrangements with a number of universities in the USA and Europe and corporate relationships with companies in oligonucleotide synthesis and aptamer selection.","","USA","CA","Irvine","Los Angeles","2011-09-22","2011-09-22",1,7000000,"","",0,0,"2011-09-22","series-a","angel",7000000,1,1,1
"33","c:11302","infinity pharmaceuticals","biotech","operating",2001-01-01,"","http://www.infi.com","INFIPharma","","development of medicines","Infinity Pharmaceuticals, Inc. engages in the discovery and development of medicines for the treatment of cancer and related conditions in the United States. Its lead product candidate includes IPI-504 (retaspimycin hydrochloride), an intravenously-administered small molecule inhibitor of heat shock protein 90 (Hsp90). The company is conducting an international Phase II clinical trial of IPI-504 in combination with Herceptin in patients with HER2-positive metastatic breast cancer; a Phase II clinical trial of IPI-504 in patients with advanced non-small cell lung cancer; and a Phase I clinical trial of IPI-504 in combination with Taxotere in patients with advanced solid tumors. Its products under Phase I clinical trial comprise IPI-493, an orally-delivered inhibitor of Hsp90, in patients with advanced solid tumors; IPI-926 for patients with advanced and/or metastatic solid tumors; and IPI-940, an orally-delivered inhibitor of fatty acid amide hydrolase for the treatment of neuropathic and inflammatory pain. Infinity Pharmaceuticals has strategic alliance agreements with Purdue Pharmaceutical Products L.P. and Mundipharma International Corporation Limited; an agreement with MedImmune, Inc. to develop and commercialize cancer drugs targeting Hsp90 and the hedgehog pathway; and a collaboration agreement with Novartis Institute for BioMedical Research, Inc. to discover, develop, and commercialize drugs targeting Bcl protein family members for the treatment of cancers. 

The company is headquartered in Cambridge, Massachusetts.","","USA","MA","Cambridge","Boston","2011-11-29","2012-10-15",3,156040191,"2011-02-01","2012-07-18",3,48,"2011-11-29","venture","unattributed",50000000,0,0,1
"34","c:11302","infinity pharmaceuticals","biotech","operating",2001-01-01,"","http://www.infi.com","INFIPharma","","development of medicines","Infinity Pharmaceuticals, Inc. engages in the discovery and development of medicines for the treatment of cancer and related conditions in the United States. Its lead product candidate includes IPI-504 (retaspimycin hydrochloride), an intravenously-administered small molecule inhibitor of heat shock protein 90 (Hsp90). The company is conducting an international Phase II clinical trial of IPI-504 in combination with Herceptin in patients with HER2-positive metastatic breast cancer; a Phase II clinical trial of IPI-504 in patients with advanced non-small cell lung cancer; and a Phase I clinical trial of IPI-504 in combination with Taxotere in patients with advanced solid tumors. Its products under Phase I clinical trial comprise IPI-493, an orally-delivered inhibitor of Hsp90, in patients with advanced solid tumors; IPI-926 for patients with advanced and/or metastatic solid tumors; and IPI-940, an orally-delivered inhibitor of fatty acid amide hydrolase for the treatment of neuropathic and inflammatory pain. Infinity Pharmaceuticals has strategic alliance agreements with Purdue Pharmaceutical Products L.P. and Mundipharma International Corporation Limited; an agreement with MedImmune, Inc. to develop and commercialize cancer drugs targeting Hsp90 and the hedgehog pathway; and a collaboration agreement with Novartis Institute for BioMedical Research, Inc. to discover, develop, and commercialize drugs targeting Bcl protein family members for the treatment of cancers. 

The company is headquartered in Cambridge, Massachusetts.","","USA","MA","Cambridge","Boston","2011-11-29","2012-10-15",3,156040191,"2011-02-01","2012-07-18",3,48,"2012-07-19","venture","unattributed",27500000,1,0,0
